Регион;Округ;Год;Показатель;№ строки;Единица измерения; Значение 
Ненецкий автономный округ;СЗФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;122133
Ненецкий автономный округ;СЗФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;307600
Ненецкий автономный округ;СЗФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;362
Ненецкий автономный округ;СЗФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;1269
Ненецкий автономный округ;СЗФО;2021;      в печатных средствах массовой информации;39;ед;362
Ненецкий автономный округ;СЗФО;2021;      в интернет-СМИ;40;ед;781
Ненецкий автономный округ;СЗФО;2021;      ТВ-сюжетов;41;ед;126
Ненецкий автономный округ;СЗФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;130
Ненецкий автономный округ;СЗФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;1
Ненецкий автономный округ;СЗФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;7769
Ненецкий автономный округ;СЗФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;2032
Нижегородская область;ПФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;274397
Нижегородская область;ПФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;1157040
Нижегородская область;ПФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;340000
Нижегородская область;ПФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;132
Нижегородская область;ПФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;1255
Нижегородская область;ПФО;2021;      в печатных средствах массовой информации;39;ед;31
Нижегородская область;ПФО;2021;      в интернет-СМИ;40;ед;1106
Нижегородская область;ПФО;2021;      ТВ-сюжетов;41;ед;118
Нижегородская область;ПФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед; -   
Нижегородская область;ПФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;49
Нижегородская область;ПФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;49658
Нижегородская область;ПФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;1389
Новгородская область;СЗФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;24471
Новгородская область;СЗФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;121179
Новгородская область;СЗФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;503535
Новгородская область;СЗФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;71
Новгородская область;СЗФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;639
Новгородская область;СЗФО;2021;      в печатных средствах массовой информации;39;ед;140
Новгородская область;СЗФО;2021;      в интернет-СМИ;40;ед;358
Новгородская область;СЗФО;2021;      ТВ-сюжетов;41;ед;141
Новгородская область;СЗФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;123
Новгородская область;СЗФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;111
Новгородская область;СЗФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;14174
Новгородская область;СЗФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;2378
Новосибирская область;СФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;7925
Новосибирская область;СФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;26298
Новосибирская область;СФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;857330
Новосибирская область;СФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед; -   
Новосибирская область;СФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;64
Новосибирская область;СФО;2021;      в печатных средствах массовой информации;39;ед; -   
Новосибирская область;СФО;2021;      в интернет-СМИ;40;ед;56
Новосибирская область;СФО;2021;      ТВ-сюжетов;41;ед;8
Новосибирская область;СФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;47
Новосибирская область;СФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;51
Новосибирская область;СФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;8879
Новосибирская область;СФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;9066
Омская область;СФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;41469
Омская область;СФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;198400
Омская область;СФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;
Омская область;СФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;8
Омская область;СФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;8860
Омская область;СФО;2021;      в печатных средствах массовой информации;39;ед;675
Омская область;СФО;2021;      в интернет-СМИ;40;ед;7292
Омская область;СФО;2021;      ТВ-сюжетов;41;ед;893
Омская область;СФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;196
Омская область;СФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;40
Омская область;СФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;93112
Омская область;СФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;16438
Оренбургская область;ПФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;10306
Оренбургская область;ПФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;19606
Оренбургская область;ПФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;3478375
Оренбургская область;ПФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;13
Оренбургская область;ПФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;577
Оренбургская область;ПФО;2021;      в печатных средствах массовой информации;39;ед;375
Оренбургская область;ПФО;2021;      в интернет-СМИ;40;ед;174
Оренбургская область;ПФО;2021;      ТВ-сюжетов;41;ед;28
Оренбургская область;ПФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;565
Оренбургская область;ПФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;315
Оренбургская область;ПФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;14624
Оренбургская область;ПФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;3602
Орловская область;ЦФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;
Орловская область;ЦФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;
Орловская область;ЦФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;
Орловская область;ЦФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;62
Орловская область;ЦФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;945
Орловская область;ЦФО;2021;      в печатных средствах массовой информации;39;ед;147
Орловская область;ЦФО;2021;      в интернет-СМИ;40;ед;750
Орловская область;ЦФО;2021;      ТВ-сюжетов;41;ед;48
Орловская область;ЦФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;
Орловская область;ЦФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;
Орловская область;ЦФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;19662
Орловская область;ЦФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;1758
Пензенская область;ПФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;158268
Пензенская область;ПФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;716932
Пензенская область;ПФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб; -   
Пензенская область;ПФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;14
Пензенская область;ПФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;13018
Пензенская область;ПФО;2021;      в печатных средствах массовой информации;39;ед;1412
Пензенская область;ПФО;2021;      в интернет-СМИ;40;ед;9674
Пензенская область;ПФО;2021;      ТВ-сюжетов;41;ед;1932
Пензенская область;ПФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;9
Пензенская область;ПФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;5
Пензенская область;ПФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;17976
Пензенская область;ПФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;5160
Пермский край;ПФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;206203
Пермский край;ПФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;533753
Пермский край;ПФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;3371199
Пермский край;ПФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед; -   
Пермский край;ПФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;1135
Пермский край;ПФО;2021;      в печатных средствах массовой информации;39;ед;202
Пермский край;ПФО;2021;      в интернет-СМИ;40;ед;890
Пермский край;ПФО;2021;      ТВ-сюжетов;41;ед;43
Пермский край;ПФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;29
Пермский край;ПФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;49
Пермский край;ПФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;10806
Пермский край;ПФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;3715
Приморский край;ДФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;28850
Приморский край;ДФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;180970
Приморский край;ДФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;36000
Приморский край;ДФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;12
Приморский край;ДФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;2240
Приморский край;ДФО;2021;      в печатных средствах массовой информации;39;ед;155
Приморский край;ДФО;2021;      в интернет-СМИ;40;ед;1945
Приморский край;ДФО;2021;      ТВ-сюжетов;41;ед;140
Приморский край;ДФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;
Приморский край;ДФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;
Приморский край;ДФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;4630
Приморский край;ДФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;567
Псковская область;СЗФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;1618
Псковская область;СЗФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;3607
Псковская область;СЗФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;2586500
Псковская область;СЗФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;153
Псковская область;СЗФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;382
Псковская область;СЗФО;2021;      в печатных средствах массовой информации;39;ед;18
Псковская область;СЗФО;2021;      в интернет-СМИ;40;ед;341
Псковская область;СЗФО;2021;      ТВ-сюжетов;41;ед;23
Псковская область;СЗФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;
Псковская область;СЗФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;
Псковская область;СЗФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;7169
Псковская область;СЗФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;2860
Ростовская область;ЮФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;43595
Ростовская область;ЮФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;96490
Ростовская область;ЮФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;2486000
Ростовская область;ЮФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;367
Ростовская область;ЮФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;1230
Ростовская область;ЮФО;2021;      в печатных средствах массовой информации;39;ед;319
Ростовская область;ЮФО;2021;      в интернет-СМИ;40;ед;518
Ростовская область;ЮФО;2021;      ТВ-сюжетов;41;ед;393
Ростовская область;ЮФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;296
Ростовская область;ЮФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;200
Ростовская область;ЮФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;85296
